instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
109,2011-01-05,1,0,1,17,0,3,1,1,0.22448979591836735,0.2273,0.38,0.194,4,186,0.1936475409836066
110,2011-01-05,1,0,1,18,0,3,1,1,0.22448979591836735,0.2424,0.38,0.1343,3,166,0.17213114754098363
111,2011-01-05,1,0,1,19,0,3,1,1,0.22448979591836735,0.2576,0.38,0.1045,5,127,0.13422131147540986
112,2011-01-05,1,0,1,20,0,3,1,1,0.20408163265306123,0.2273,0.47,0.1642,7,82,0.09016393442622951
113,2011-01-05,1,0,1,21,0,3,1,1,0.1836734693877551,0.197,0.51,0.194,3,40,0.0430327868852459
114,2011-01-05,1,0,1,22,0,3,1,1,0.163265306122449,0.197,0.55,0.1343,1,41,0.042008196721311473
115,2011-01-05,1,0,1,23,0,3,1,1,0.1836734693877551,0.2576,0.47,0.0,1,18,0.018442622950819672
116,2011-01-06,1,0,1,0,0,4,1,1,0.163265306122449,0.2424,0.55,0.0,0,11,0.010245901639344263
117,2011-01-06,1,0,1,1,0,4,1,1,0.14285714285714288,0.2273,0.64,0.0,0,4,0.0030737704918032786
118,2011-01-06,1,0,1,2,0,4,1,1,0.14285714285714288,0.2273,0.64,0.0,0,2,0.0010245901639344263
119,2011-01-06,1,0,1,4,0,4,1,2,0.14285714285714288,0.197,0.64,0.0896,0,1,0.0
120,2011-01-06,1,0,1,5,0,4,1,2,0.12244897959183676,0.1818,0.69,0.0896,0,4,0.0030737704918032786
121,2011-01-06,1,0,1,6,0,4,1,2,0.12244897959183676,0.1667,0.63,0.1045,0,36,0.035860655737704916
122,2011-01-06,1,0,1,7,0,4,1,2,0.14285714285714288,0.2273,0.59,0.0,0,95,0.09631147540983608
123,2011-01-06,1,0,1,8,0,4,1,1,0.14285714285714288,0.2273,0.59,0.0,3,216,0.22336065573770494
124,2011-01-06,1,0,1,9,0,4,1,2,0.163265306122449,0.2424,0.51,0.0,6,116,0.12397540983606557
125,2011-01-06,1,0,1,10,0,4,1,1,0.1836734693877551,0.2576,0.47,0.0,3,42,0.045081967213114756
126,2011-01-06,1,0,1,11,0,4,1,1,0.20408163265306123,0.2576,0.44,0.0896,2,57,0.059426229508196725
127,2011-01-06,1,0,1,12,0,4,1,1,0.2448979591836735,0.2879,0.35,0.0,6,78,0.08504098360655737
128,2011-01-06,1,0,1,13,0,4,1,1,0.2448979591836735,0.2727,0.35,0.1045,12,55,0.06762295081967214
129,2011-01-06,1,0,1,14,0,4,1,1,0.2653061224489796,0.2727,0.36,0.1642,11,59,0.07069672131147542
130,2011-01-06,1,0,1,15,0,4,1,1,0.2653061224489796,0.2727,0.36,0.0,8,54,0.0625
131,2011-01-06,1,0,1,16,0,4,1,1,0.2448979591836735,0.2576,0.38,0.1642,12,74,0.08709016393442623
132,2011-01-06,1,0,1,17,0,4,1,1,0.20408163265306123,0.2273,0.51,0.1642,9,163,0.1752049180327869
133,2011-01-06,1,0,1,18,0,4,1,1,0.20408163265306123,0.2273,0.51,0.1343,5,158,0.16598360655737707
134,2011-01-06,1,0,1,19,0,4,1,1,0.20408163265306123,0.2576,0.55,0.0896,3,109,0.11372950819672131
135,2011-01-06,1,0,1,20,0,4,1,1,0.1836734693877551,0.2121,0.51,0.1642,3,66,0.06967213114754099
136,2011-01-06,1,0,1,21,0,4,1,2,0.20408163265306123,0.2121,0.55,0.2239,0,48,0.04815573770491803
137,2011-01-06,1,0,1,22,0,4,1,2,0.20408163265306123,0.2121,0.51,0.2836,1,51,0.05225409836065574
138,2011-01-06,1,0,1,23,0,4,1,2,0.1836734693877551,0.197,0.59,0.194,4,19,0.022540983606557378
139,2011-01-07,1,0,1,0,0,5,1,2,0.1836734693877551,0.197,0.64,0.194,4,13,0.01639344262295082
140,2011-01-07,1,0,1,1,0,5,1,2,0.1836734693877551,0.197,0.69,0.2239,2,5,0.006147540983606557
141,2011-01-07,1,0,1,2,0,5,1,2,0.1836734693877551,0.197,0.69,0.2239,0,1,0.0
142,2011-01-07,1,0,1,4,0,5,1,2,0.1836734693877551,0.2121,0.69,0.1343,0,1,0.0
143,2011-01-07,1,0,1,5,0,5,1,3,0.20408163265306123,0.2727,0.55,0.0,0,5,0.004098360655737705
144,2011-01-07,1,0,1,6,0,5,1,2,0.1836734693877551,0.2576,0.69,0.0,8,26,0.03381147540983607
145,2011-01-07,1,0,1,7,0,5,1,1,0.1836734693877551,0.2121,0.69,0.1343,8,76,0.08504098360655737
146,2011-01-07,1,0,1,8,0,5,1,1,0.1836734693877551,0.197,0.51,0.2537,20,190,0.2141393442622951
147,2011-01-07,1,0,1,9,0,5,1,1,0.1836734693877551,0.1818,0.47,0.2985,9,125,0.13627049180327871
148,2011-01-07,1,0,1,10,0,5,1,1,0.20408163265306123,0.197,0.37,0.3284,16,47,0.06352459016393443
149,2011-01-07,1,0,1,11,0,5,1,2,0.1836734693877551,0.197,0.4,0.2239,19,48,0.06762295081967214
150,2011-01-07,1,0,1,12,0,5,1,2,0.1836734693877551,0.197,0.37,0.2537,9,50,0.059426229508196725
151,2011-01-07,1,0,1,13,0,5,1,2,0.1836734693877551,0.1818,0.37,0.2836,9,64,0.07377049180327869
152,2011-01-07,1,0,1,14,0,5,1,2,0.1836734693877551,0.197,0.4,0.2537,7,43,0.050204918032786885
153,2011-01-07,1,0,1,15,0,5,1,2,0.1836734693877551,0.2121,0.37,0.1642,9,63,0.07274590163934426
154,2011-01-07,1,0,1,16,0,5,1,2,0.1836734693877551,0.2121,0.37,0.1642,5,82,0.08811475409836066
155,2011-01-07,1,0,1,17,0,5,1,2,0.1836734693877551,0.2576,0.37,0.0,9,178,0.1905737704918033
156,2011-01-07,1,0,1,18,0,5,1,1,0.1836734693877551,0.2273,0.4,0.0896,7,116,0.12500000000000003
157,2011-01-07,1,0,1,19,0,5,1,1,0.14285714285714288,0.197,0.55,0.0896,3,92,0.09631147540983608
158,2011-01-07,1,0,1,20,0,5,1,1,0.163265306122449,0.2121,0.47,0.1045,1,50,0.05122950819672131
159,2011-01-07,1,0,1,21,0,5,1,1,0.163265306122449,0.197,0.47,0.1343,0,39,0.0389344262295082
160,2011-01-07,1,0,1,22,0,5,1,2,0.163265306122449,0.197,0.43,0.1642,2,34,0.035860655737704916
161,2011-01-07,1,0,1,23,0,5,1,2,0.163265306122449,0.197,0.51,0.1642,1,14,0.01434426229508197
162,2011-01-08,1,0,1,0,0,6,0,2,0.163265306122449,0.197,0.51,0.1642,1,24,0.02459016393442623
163,2011-01-08,1,0,1,1,0,6,0,2,0.163265306122449,0.2121,0.55,0.0896,1,15,0.015368852459016395
164,2011-01-08,1,0,1,2,0,6,0,2,0.163265306122449,0.2424,0.55,0.0,3,13,0.015368852459016395
165,2011-01-08,1,0,1,3,0,6,0,3,0.163265306122449,0.197,0.55,0.1642,0,7,0.006147540983606557
166,2011-01-08,1,0,1,4,0,6,0,3,0.163265306122449,0.197,0.55,0.1642,0,1,0.0
167,2011-01-08,1,0,1,5,0,6,0,2,0.14285714285714288,0.1667,0.74,0.1642,0,5,0.004098360655737705
168,2011-01-08,1,0,1,6,0,6,0,2,0.14285714285714288,0.1667,0.74,0.1642,0,2,0.0010245901639344263
169,2011-01-08,1,0,1,7,0,6,0,2,0.14285714285714288,0.1818,0.74,0.1045,1,8,0.00819672131147541
170,2011-01-08,1,0,1,8,0,6,0,3,0.14285714285714288,0.1818,0.93,0.1045,0,15,0.01434426229508197
171,2011-01-08,1,0,1,9,0,6,0,3,0.14285714285714288,0.1818,0.93,0.1045,0,20,0.0194672131147541
172,2011-01-08,1,0,1,10,0,6,0,2,0.163265306122449,0.197,0.8,0.1642,5,56,0.06147540983606557
173,2011-01-08,1,0,1,11,0,6,0,2,0.1836734693877551,0.1818,0.69,0.3881,2,60,0.0625
174,2011-01-08,1,0,1,12,0,6,0,2,0.1836734693877551,0.1818,0.59,0.3582,8,90,0.09938524590163934
175,2011-01-08,1,0,1,13,0,6,0,1,0.1836734693877551,0.1818,0.44,0.3284,7,95,0.10348360655737705
176,2011-01-08,1,0,1,14,0,6,0,1,0.1836734693877551,0.1667,0.32,0.4925,12,83,0.09631147540983608
177,2011-01-08,1,0,1,15,0,6,0,1,0.1836734693877551,0.1667,0.32,0.4478,5,69,0.07479508196721311
178,2011-01-08,1,0,1,16,0,6,0,1,0.163265306122449,0.1364,0.29,0.4478,8,68,0.07684426229508197
179,2011-01-08,1,0,1,17,0,6,0,1,0.14285714285714288,0.1212,0.37,0.5522,5,64,0.06967213114754099
180,2011-01-08,1,0,1,18,0,6,0,1,0.12244897959183676,0.1212,0.39,0.2985,3,52,0.055327868852459015
181,2011-01-08,1,0,1,19,0,6,0,1,0.12244897959183676,0.1212,0.36,0.2537,4,26,0.029713114754098362
182,2011-01-08,1,0,1,20,0,6,0,1,0.10204081632653061,0.1212,0.36,0.2537,0,28,0.027663934426229508
183,2011-01-08,1,0,1,21,0,6,0,1,0.10204081632653061,0.1061,0.39,0.3582,2,35,0.036885245901639344
184,2011-01-08,1,0,1,22,0,6,0,1,0.10204081632653061,0.1061,0.36,0.3881,1,33,0.03381147540983607
185,2011-01-08,1,0,1,23,0,6,0,1,0.0816326530612245,0.0606,0.39,0.4478,0,22,0.02151639344262295
186,2011-01-09,1,0,1,0,0,0,0,1,0.0816326530612245,0.0758,0.42,0.3881,1,24,0.02459016393442623
187,2011-01-09,1,0,1,1,0,0,0,1,0.0816326530612245,0.0606,0.42,0.4627,0,12,0.011270491803278689
188,2011-01-09,1,0,1,2,0,0,0,1,0.0816326530612245,0.0606,0.46,0.4627,0,11,0.010245901639344263
189,2011-01-09,1,0,1,3,0,0,0,1,0.0816326530612245,0.0758,0.46,0.4179,0,4,0.0030737704918032786
190,2011-01-09,1,0,1,4,0,0,0,1,0.06122448979591837,0.0909,0.53,0.194,0,1,0.0
191,2011-01-09,1,0,1,5,0,0,0,1,0.06122448979591837,0.0909,0.53,0.194,0,1,0.0
192,2011-01-09,1,0,1,6,0,0,0,1,0.0816326530612245,0.0909,0.49,0.2836,0,1,0.0
193,2011-01-09,1,0,1,7,0,0,0,1,0.06122448979591837,0.0909,0.53,0.194,1,5,0.005122950819672131
194,2011-01-09,1,0,1,8,0,0,0,1,0.0816326530612245,0.0909,0.49,0.2836,0,10,0.009221311475409838
195,2011-01-09,1,0,1,9,0,0,0,1,0.10204081632653061,0.0758,0.46,0.5224,0,19,0.018442622950819672
196,2011-01-09,1,0,1,10,0,0,0,1,0.12244897959183676,0.1061,0.43,0.3881,0,49,0.04918032786885246
197,2011-01-09,1,0,1,11,0,0,0,1,0.14285714285714288,0.1212,0.4,0.5224,2,47,0.04918032786885246
198,2011-01-09,1,0,1,12,0,0,0,1,0.163265306122449,0.1364,0.37,0.4478,4,79,0.08401639344262296
199,2011-01-09,1,0,1,13,0,0,0,1,0.1836734693877551,0.1667,0.34,0.4478,6,69,0.07581967213114754
200,2011-01-09,1,0,1,14,0,0,0,1,0.20408163265306123,0.1818,0.32,0.4627,8,64,0.07274590163934426
201,2011-01-09,1,0,1,15,0,0,0,1,0.20408163265306123,0.197,0.35,0.3582,5,77,0.08299180327868853
202,2011-01-09,1,0,1,16,0,0,0,1,0.1836734693877551,0.1667,0.34,0.4478,13,79,0.0932377049180328
203,2011-01-09,1,0,1,17,0,0,0,1,0.163265306122449,0.1515,0.37,0.3881,3,59,0.0625
204,2011-01-09,1,0,1,18,0,0,0,1,0.14285714285714288,0.1364,0.4,0.3284,4,44,0.04815573770491803
205,2011-01-09,1,0,1,19,0,0,0,1,0.14285714285714288,0.1364,0.43,0.3284,1,40,0.04098360655737705
206,2011-01-09,1,0,1,20,0,0,0,1,0.12244897959183676,0.1212,0.46,0.2537,0,38,0.03790983606557377
207,2011-01-09,1,0,1,21,0,0,0,1,0.12244897959183676,0.1061,0.46,0.4179,1,19,0.0194672131147541
208,2011-01-09,1,0,1,22,0,0,0,1,0.12244897959183676,0.1212,0.46,0.2985,5,10,0.01434426229508197
209,2011-01-09,1,0,1,23,0,0,0,1,0.10204081632653061,0.1364,0.5,0.194,0,6,0.005122950819672131
210,2011-01-10,1,0,1,0,0,1,1,1,0.10204081632653061,0.1212,0.5,0.2836,2,3,0.004098360655737705
211,2011-01-10,1,0,1,1,0,1,1,1,0.10204081632653061,0.1212,0.5,0.2836,1,0,0.0
212,2011-01-10,1,0,1,2,0,1,1,1,0.10204081632653061,0.1212,0.5,0.2239,0,3,0.002049180327868852
213,2011-01-10,1,0,1,3,0,1,1,1,0.10204081632653061,0.1212,0.5,0.2239,0,1,0.0
214,2011-01-10,1,0,1,4,0,1,1,1,0.0816326530612245,0.1212,0.54,0.1343,1,2,0.002049180327868852
215,2011-01-10,1,0,1,5,0,1,1,1,0.0816326530612245,0.1061,0.54,0.2537,0,3,0.002049180327868852
216,2011-01-10,1,0,1,6,0,1,1,1,0.10204081632653061,0.1212,0.5,0.2836,0,31,0.030737704918032786
217,2011-01-10,1,0,1,7,0,1,1,1,0.10204081632653061,0.1212,0.5,0.2239,2,75,0.0778688524590164
218,2011-01-10,1,0,1,8,0,1,1,2,0.10204081632653061,0.1212,0.5,0.2836,4,184,0.19159836065573774
219,2011-01-10,1,0,1,9,0,1,1,2,0.12244897959183676,0.1212,0.5,0.2537,2,92,0.09528688524590165
220,2011-01-10,1,0,1,10,0,1,1,2,0.12244897959183676,0.1212,0.5,0.2985,0,31,0.030737704918032786
221,2011-01-10,1,0,1,11,0,1,1,2,0.14285714285714288,0.1364,0.47,0.2836,2,28,0.029713114754098362
222,2011-01-10,1,0,1,12,0,1,1,2,0.1836734693877551,0.1818,0.4,0.2836,5,47,0.05225409836065574
223,2011-01-10,1,0,1,13,0,1,1,2,0.1836734693877551,0.1818,0.4,0.2836,4,50,0.054303278688524595
224,2011-01-10,1,0,1,14,0,1,1,2,0.1836734693877551,0.197,0.4,0.2239,0,47,0.04713114754098361
225,2011-01-10,1,0,1,15,0,1,1,2,0.1836734693877551,0.197,0.4,0.2239,2,43,0.045081967213114756
226,2011-01-10,1,0,1,16,0,1,1,1,0.1836734693877551,0.2121,0.4,0.1343,4,70,0.07479508196721311
227,2011-01-10,1,0,1,17,0,1,1,1,0.1836734693877551,0.2273,0.4,0.1045,4,174,0.18135245901639346
228,2011-01-10,1,0,1,18,0,1,1,1,0.1836734693877551,0.197,0.4,0.2239,1,154,0.15778688524590165
229,2011-01-10,1,0,1,19,0,1,1,1,0.14285714285714288,0.1667,0.47,0.1642,3,92,0.09631147540983608
230,2011-01-10,1,0,1,20,0,1,1,1,0.14285714285714288,0.1667,0.5,0.1642,1,73,0.07479508196721311
